	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
LINC00588	1.692913084	36.71549265	20.77811192	12.56852903	38.59692217
LINC00589	94.82354596	298.5348658	167.8211076	143.4827993	306.0893832
CAST	0	0	0	0	0
PPP1R12A	0	0.019219325	0	0	0
PPP1R12B	0.052196386	0.79678106	0.197085217	0.029456207	0.36085233
PPP1R12C	0	0.049165715	0.050671781	0	0.092777279
LINC01182	0	0	0	0	0
LINC01180	0.052586475	0	0	0.008478957	0.017311864
LINC01186	33.94492682	23.70901672	23.05999951	33.42036979	16.93565823
LINC01185	3.617598215	9.056549085	6.504735257	7.793029992	3.167902096
LINC01184	4.750755892	10.63802945	8.38959338	8.777456899	4.633992194
PGPEP1L	8.270272827	4.696445792	6.185544788	6.914873292	16.25614994
STAG3L4	0	0	0	0.006413332	0
BCAP31	0	0	0	0	0
VPS35	2.140468738	1.246185943	1.315685498	0.927023551	0.602237176
VPS36	0.015357931	0.009377591	0.009664849	0.017334013	0
VPS39	2.964753121	4.90396062	4.872157552	4.257593115	5.862859477
TAS2R43	0.009886181	0.072438319	0.01244288	0.033474662	0.011391119
TAS2R42	3.245703193	1.818266486	2.383620009	3.986764	2.641537171
TAS2R41	166.8147767	59.4887914	116.1876314	120.8993214	137.9680517
TAS2R40	14.52409091	17.43192577	13.76707974	16.93852985	11.76599009
TAS2R46	9.685851133	18.83394567	12.45970705	13.17492103	8.02645754
KCTD3	11.90833934	15.22808268	13.9269818	13.97313767	9.951829103
KCTD2	0.013986195	0.051240032	0	0	0
KCTD1	0	0	0	0.018608842	0.018997252
KCTD7	0	0	0	0.038063541	0
KCTD6	0	0	0	0	0
KCTD5	0.033506712	0.020459281	0	0	0
KCTD4	15.9156884	28.70475785	25.00481204	22.02004793	15.0422857
KCTD9	8.821836901	13.90901711	14.08991299	12.25878187	12.79351046
KCTD8	0.902035969	5.728681628	3.202169325	3.265512772	8.646710914
MIR27A	1.914148746	3.912350503	2.554415334	2.549111657	1.464727015
MIR27B	2.828685154	3.91953952	2.805991141	3.163988405	2.908195733
GLTSCR1L	3.599032401	6.99330543	6.077946735	4.58144797	8.70849044
LINC-PINT	0	0.193842093	0.084117873	0.122578888	0.182893118
SLC38A11	9.068255734	12.65002551	11.14050831	11.53901059	6.913907599
SLC38A10	0.328437653	0.028146645	0.021756634	0.09104844	0.079670429
PXN	0.599254665	0.487875172	3.268329848	5.185425441	5.753975461
LOC374443	1.009855083	9.51356586	1.997312685	2.279583165	2.493389367
CEP95	3.451734891	10.68833762	7.983837752	8.112957533	3.295077995
ESF1	1.442458404	1.546612922	1.424600917	1.515105963	1.30815963
DLEU7-AS1	0.061738773	0.143937236	0.12008993	0.18687608	0.080837552
LOC105373373	13.33318329	10.96846577	14.52958145	12.36627019	27.01701772
LOC105373378	11.288346	23.12095738	22.91730202	11.58211208	19.19368947
BRAP	0.806666873	2.207366192	1.786143829	2.000762761	1.560579653
USPL1	1.852715527	6.763994017	4.098407657	3.421802591	3.270156988
ZC3HAV1L	7.44633548	7.336331882	6.591538368	6.736678607	3.65076861
UPF3B	0.008627144	0.063213062	0.043432955	0	0.119285073
UPF3A	0	0	0	0	0
BRAF	4.626902768	4.102791027	4.083906445	4.848450487	1.75575785
ADAM21	6.480288278	7.767584929	7.101607877	6.882531502	4.911434317
IFITM10	4.991879051	7.841034574	5.238255877	5.857210229	3.096570661
MIR6499	1.084333027	4.74321538	2.293237714	2.578115489	1.075300833
ZFYVE19	5.238683804	5.803613468	4.044412913	4.460607844	3.865689401
NTNG1	3.719697873	6.526978656	4.399674795	6.029351908	5.707321606
NTNG2	3.158152906	4.938255573	3.770859177	5.204452134	2.061586214
ZFYVE16	0.058617838	0.143168786	0.095910357	0.059544094	0.040524613
THY1	0.66764786	2.461913573	1.73800818	1.304933387	5.865302378
NATD1	0	0	0	0	0
HSP90B2P	2.546236706	7.246156043	5.445164731	3.992490289	10.60089611
TNS3	0.030690653	0.131178518	0.047211593	0.009622103	0.043220932
TNS2	0.105261049	0.123694547	0.127483612	0.040348809	0.217396855
TNS1	3.098179556	5.616332485	4.017470631	5.098694483	2.288496765
ANGPTL7	11.87019822	14.40602749	16.24070336	5.093075212	13.84380275
ANGPTL6	19.95368553	9.878210749	15.45016604	21.91839323	7.805709384
ANGPTL5	0.084961442	0.167604768	0.131610598	0.118022522	0.165668153
ANGPTL4	20.90975639	10.54500188	20.54750797	15.29271557	7.156917299
ANGPTL3	40.86423666	26.25899347	32.88602943	49.00345298	20.95149518
ANGPTL2	152.7100701	30.5800596	93.89778572	172.9702141	18.70756706
ANGPTL1	0.264550317	0.977712309	1.48958733	11.45641145	7.17935705
ANGPTL8	0.021431391	0.069792322	0.026973836	0.04837787	0.181087976
MMP14	1.388307048	0.048210638	0.463749505	0.267344937	0.083393766
MMP15	33.50900741	5.274241186	33.24689444	23.52271612	38.32064199
MMP16	0.004794037	0.005854502	0.00603384	0.016232636	0
MMP17	98.43555279	26.66440418	117.8615714	69.43705949	33.69826308
MMP10	17.16935933	3.321221346	7.612336872	3.694836741	3.460704277
MMP11	15.9628115	0.202250787	8.35388316	7.563284688	1.629367769
MMP12	29.21715518	44.62680759	27.92137703	30.35285994	47.63982328
MMP13	12.67181554	3.461827088	8.81761223	8.695180475	6.12632369
MMP19	0.32022903	2.297704804	1.045649731	0.676415668	0.327485032
LOC105374989	3.370676499	0.499087892	1.783170719	1.827506378	1.453054887
RUVBL1-AS1	0	0.454573113	0.066928256	0.03000914	0.091906502
SMIM2-IT1	0.22576248	0.746234107	0.435693121	0.397505146	0.867098311
CDAN1	0.191224274	0.487354494	0.031392709	0.018767722	0.095797244
KCNK18	0.065972991	0.080566542	0.041517246	0.018615408	0.025338608
KCNK16	6.336297181	2.455770639	6.954994723	3.444049785	3.373760749
KCNK17	0.007931087	0.024213708	0.004991087	0.022378921	0
KCNK15	0.05299531	0.12943627	0.066700609	0	0
KCNK12	0.032595442	0.039805715	0	0.073578895	0.037557329
ZC2HC1C	1.882993286	4.19592422	2.854068437	2.63067593	3.419820405
KCNK10	0	0	0.016978337	0	0
ZC2HC1A	0	0	0	0	0.00965183
MMACHC	0.014346797	0.639493838	0.451426775	0.356241094	4.521162376
FAM199X	0.43162937	0.81262471	2.897357433	0.751048287	3.384639356
C14orf180	0	0	0	0	0
LOC102725254	0.210461426	0.763141401	0.566456171	0.405647236	0.936420046
TCN1	0.001886731	0.004608169	0.004749329	0.002129493	0.013043645
TCN2	2.030958765	6.148207355	3.475483019	4.668678543	3.310524528
GPRC5D	1.594542434	3.014305799	2.147618556	2.075311065	2.383032405
TSC2	9.172445677	9.364298432	8.349427867	10.3903819	4.357496342
GPRC5C	36.26240776	0.520175208	10.13440619	33.33455958	10.91572357
GPRC5B	0.012855298	0.156989536	0.032359701	0.116074956	0.251807639
SCLT1	0	6.586314826	4.055531614	9.369246966	17.83921048
ALG1L	16.03975554	9.812197972	17.3738636	14.34090839	21.23006838
PRH1-PRR4	0.069308814	2.708488501	0.314038811	0.140808009	0.287494005
CPOX	4.939957794	11.96103568	7.716326633	7.808334427	9.235293595
ALG10	1.43057547	2.838025643	2.760830285	3.846590641	10.20405192
ALG11	6.347227747	14.80331967	12.92723235	12.49992521	10.79783078
ALG12	0.768508695	1.06012239	0.917591882	0.723179733	0.658168192
ALG13	0.129376452	0.81254655	0.069786402	0.417208917	1.959218406
ALG14	0.038518223	0.129356273	0.096959105	0.152160063	0.288481143
RIOK2	2.541519783	4.5725322	3.316472186	4.65297195	3.344651268
RIOK3	0.638986519	1.001427985	0.665729525	0.841404586	0.490838098
RIOK1	0.769338609	1.410513134	1.214822447	1.346934332	0.446716104
SIX3-AS1	1.884235882	3.830321656	2.679419572	2.586855149	3.070364326
BANF1	2.199964064	5.293984283	3.137596654	3.204196068	3.341299063
BANF2	1.958697433	1.110064157	1.29063913	1.303430299	1.371635932
TARID	3.893739414	4.678972958	4.337576254	4.334013545	3.745794102
KLHL7-AS1	13.13223793	13.419135	10.56063723	12.02547454	8.5746348
AHSP	5.039515131	7.829514813	6.288278743	5.199006964	7.065604566
AHSG	0	0	0.034074681	0	0.062388891
STEAP3-AS1	29.95836176	41.36232403	34.511179	27.66620117	95.29506798
COX18	0	0.014011143	0	0	0
COX19	0.009908815	0.009680555	0.017459915	0.004473507	0
TMEM211	0.522594941	0.608512013	0.260038724	0.137171262	0.063015457
SHISA7	0.027723525	0.033856106	0.697864024	0.062581338	0.063887557
WIPI1	0	0	0.008334033	0	0
SHISA2	0.009683419	0.112341673	0.060938406	0.103829012	0.039051219
SHISA3	2.952634938	2.983899384	2.901017548	3.347670952	2.223462811
KRT40	1.757107235	2.595545215	1.910752203	1.808670666	2.983429009
IL37	0.504310012	0.573469315	0.294368163	1.11983678	0.14105911
IL34	0.002561338	0.050046705	0.003223735	0.005781804	0.002951242
IL32	11.22977171	7.164537252	8.709782011	8.575574764	9.303376621
IL33	0.326866181	4.350959491	1.405610389	12.01461025	27.92038129
IL31	1.162025027	0.048267711	0.527310447	0.365803952	0.309681236
HMBOX1	0	0.401921434	0.114575159	0.102745899	0.371150813
SHISA8	0	0	0.023373038	0.041919799	0
COX15	1.276871336	10.48068608	11.18813854	7.552331507	38.71062363
CAMK2N2	4.020179002	4.221663379	6.257593825	3.063326244	7.166415957
CAMK2N1	12.46258118	16.79277441	24.81840882	17.05017287	11.6389852
RHPN1-AS1	0	0	0	0	0
HYOU1	2.794835593	5.328973581	4.076298035	3.565315588	2.592463445
GTSF1L	0	0	0	0	0.025555023
NPIPB5	10.76506416	14.90921765	12.37536626	13.17743926	8.286385882
AMACR	0	0.041909982	0	0.025822843	0.44815104
POC1B-AS1	4.313716943	15.39633297	13.27329368	14.47849757	45.59841822
AZU1	0.227454325	1.646769481	0.623675039	0.522609637	0.879836248
SAYSD1	6.917520443	16.88058242	10.23317729	7.892154111	18.95805536
ERAP2	0	0	0	0.042120613	0
ERAP1	0.079421458	0.275755532	0.168561539	0.340985411	0.091511502
NMRK2	0.689180023	0.448344981	0.879571199	0.868726756	0.756984353
NMRK1	0.10463295	0.688582929	0.460923523	0.310548505	0.241121698
LOC100996679	0	0.512227887	0.274957643	0.039451163	1.137757481
PLA2G1B	4.181465882	7.812507759	7.160156467	5.332721584	9.844668416
LOC100996671	0.608782022	6.778191359	8.018901446	6.352241851	0.382171887
DDX58	25.63105351	16.00242846	16.23099087	21.00503801	5.233199039
DDX59	0	0	0.05155998	0.046236694	0.094403524
DDX52	7.643171525	5.28722884	9.076908819	10.60581228	6.790792711
DENR	0	0	0	0	0
DDX50	0	0.417523267	0.153683222	0.082689761	0.309524197
ZNF160	0	0	0	0	0
DDX56	4.216396018	7.155390449	5.923988628	7.029294548	4.251993555
ZNF165	3.799301386	6.278527805	4.680950265	5.169386483	4.048327218
GATS	2.254016131	3.64557133	2.925268198	2.614039382	2.55388266
GATM	0	0.005243078	0	0	0
GATB	17.6699988	23.35276493	19.41329653	19.29685779	19.17946222
GATC	6.379798514	6.1009332	4.642710358	4.785299511	2.708364001
BET1	9.149976459	16.37979727	13.24203848	10.69040929	19.58082941
MIR3180-4	0.28099839	1.788026616	1.321602767	2.871078505	4.532832762
MIR3180-5	1.391355892	3.527457959	3.486218504	2.051624848	2.652227504
MIR3180-2	1.906538997	4.951521786	2.479286941	5.227434948	4.523227477
MIR3180-3	2.789589844	1.785057947	2.129960304	2.339329467	2.006418144
MIR3180-1	4.883478311	7.370754553	5.401391797	5.491944012	4.640343087
DNAH2	4.347251677	4.710547761	4.141005685	4.283225609	4.061273658
DNAH3	0	0	0	0	0
PLA2G16	0	0	0	0	0
DNAH1	0	0	0	0	0
PLA2G10	0	0	0	0	0
DNAH7	0	0	0	0	0
DNAH5	0.033456154	0.28158079	0.185504416	0.205133569	0.357360245
DNAH8	0.030203076	0.021621741	0.027527377	0.024685326	0.042000944
DNAH9	160.3237898	20.36957432	97.05170707	166.9079151	81.26007356
MIMT1	0.844624222	2.259060405	1.198764581	1.773494293	0.649661658
HSD17B12	0.083766781	0.170494012	0.123001661	0.094544924	0.064345532
GPR15	0.016074548	0.24627126	0.09288163	0.156688127	0.124599311
LAG3	0.033099954	1.333920312	0.330899799	0.388532293	0.455484348
LOC100507384	0.001034913	0.005055365	0.00651278	0.002336148	0.002384909
LOC101928087	0.249583568	0.063871997	0.172078144	0.278590149	0.106784025
ETF1	0.046695169	0.028512185	0	0.035135576	0.026901703
LOC100499484-C9ORF174	21.01391002	13.46058946	13.30058233	17.91865968	9.606623329
OR8K1	0.012444586	7.781063451	0.125303381	0.210687171	0.043016941
OR8K3	0.101967417	0.716007902	0.500516482	0.258946667	0.740184173
OR8K5	0	0	0	0	0
GNB5	0	0	0.038986042	0	0
GNB4	44.72359601	29.23338277	32.97170142	33.84445251	29.94668472
GNB1	0.028463754	0.056150895	0.088184279	0.056838559	0.025228223
LOC100287944	0	0	0	0	0
GNB3	0	0	0	0	0
GNB2	0	0	0	0	0
OPN1LW	0.543482805	2.836475883	2.058001113	1.599630174	3.365906945
FOXB2	2.752908635	6.802165782	4.09760757	4.551944988	2.896372126
PARD3B	56.0363345	65.70097937	64.43453468	53.59738033	52.39964413
CKAP2L	0.017506316	0.128272798	0.066101053	0.019758827	0.04034248
MIR8058	0.058931649	0.802715769	0.410799678	0.306989046	0.527550988
MIR8059	41.92097857	46.36573015	44.89635044	43.01241394	123.2664677
CDCP2	0	0	0	0	0
GTF2A1	0	0	0	0	0
GTF2A2	4.893893854	2.956151364	3.883463398	4.376859902	1.308993393
IL18BP	0.020897557	0.204161597	0.067633574	0.057281289	0.058476884
LOC101929353	0	0	0	0	0
RPE	0	0	0	0	0
RP1	0	0.006092581	0.03139606	0	0.005748448
TPMT	6.233162465	8.306756288	6.3612368	9.188535397	3.85164485
RP9	9.419370604	8.355547543	8.05453573	7.85413365	13.08329027
MIR8056	1.744395258	3.199797539	2.590168415	2.03392966	2.288173559
CALD1	0	0	0	0.100296706	0
CDCP1	8.130943188	9.567589516	9.097872183	7.928888439	5.632426405
OR1F2P	0.004388907	0.008039633	0.016571813	0.007430432	0.01011403
NUP62CL	2.527381509	7.632386065	4.968765528	6.009205219	8.679910874
CSTF1	3.144034747	4.481100041	3.502519974	3.316942778	3.963149126
CSTF3	0	0	0	0	0
CSTF2	24.24549183	46.08227096	36.79934204	43.85351463	32.15309562
BPTF	0.045494361	7.51201804	5.093109675	3.091693113	4.90539009
UPK1A-AS1	0	0	0	0	0
SYMPK	0.050071627	0.896833204	0.472656164	0.527466485	0.528860305
TNMD	3.525115564	7.654456531	5.887079138	4.729727999	7.278203561
LOC158434	4.515172294	7.401078245	4.910092173	4.403151972	5.890073477
ADGRV1	3.227261746	6.542479677	4.537105358	4.060633151	6.501281904
SOX30	3.968940882	12.37305466	8.400936861	7.984343245	3.142681301
SERPINC1	0.078393063	0.047866998	0.073999921	0	0.316142954
CLN6	4.144374892	9.024818498	6.13503768	6.350451235	10.88157536
CLN5	9.793533375	1.099082764	26.29686015	7.613039145	4.605181752
CLN3	0	0.192987437	0.088399605	0.013212138	0.026975813
MIR519A1	0.002652133	1.711705028	0.691802743	0.476695675	0.368994887
MIR519A2	0.053865588	0.043853948	0.056496627	0.020265463	0.082753804
SNORA19	0.044062843	0.086095619	0.055458086	0.059678809	0.111694818
SNORA18	4.237191443	9.178057857	6.692920673	5.057090497	12.21188343
SNORA15	3.233366034	3.33177413	3.651929376	3.944845561	3.912485463
CLNK	2.246105136	6.112386697	4.39752145	3.399705056	9.713069002
SNORA10	0	0	0	0	0
ACSM2B	0.006958741	0	0	0	0.048108272
SNORA12	0	0	0	0	0
GCSAML	0	0	0	0	0
OR51I1	0	0	0	0	0.134980477
OR51I2	0.010042295	0.07664813	0.022118894	0	0.014463748
MIR486-1	0.079871365	0.02090128	0.004787008	0.047220533	0.006573564
RBX1	0.032467585	0.016326296	0.012018864	0.051734315	0.013203533
HRAS	0.317971863	0.25887254	0.266802437	0.358884813	0
OR7A5	0.176447207	0.215478201	0.196937824	0.22545328	0.099735575
CDYL2	0	0	0	0.037217684	0
CLRN1-AS1	0	0	0	0	0
KRTAP9-8	0	0.169885105	0	0	0
KRTAP9-9	10.85402918	11.83965117	11.53005886	8.280814395	21.77280495
KRTAP9-1	10.88290429	7.276287157	8.768431857	7.569101383	33.53245583
KRTAP9-2	0.297298074	0.342891773	0.783013299	0.341764866	0.786607076
KRTAP9-3	2.683865346	2.492627633	1.961685415	3.183325488	1.58816985
KRTAP9-4	0	0.006209899	0.006400124	0	0.00585914
KRTAP9-6	0	0	0	0	0
KRTAP9-7	0	0	0	0	0
JMJD1C	0	0	0	0	0
KCND3-AS1	0	0	0	0	0
OR52I2	0	0	0	0	0
OR52I1	0	0	0	0	0
DTNBP1	0	0	0	0	0
LOC102723809	0	0	0	0	0
OR10AC1	5.00088831	17.60161797	11.92186394	9.855511443	3.492066416
CDC14B	0	0	0	0	0
CDC14A	0	0	0	0.01577162	0
GPR179	0	0	0.018676171	0	0
GPR171	3.129397393	6.171972609	5.763483369	4.684434568	10.72320821
SPATA6L	2.788379559	6.193300238	4.390511533	3.285808828	1.880168405
GPR174	0	0	0	0	0.018337491
GPR176	4.793922758	3.901089423	4.20990375	5.59564611	1.803476966
MEIOC	0.71578869	3.556177939	2.536272203	2.397708112	2.00059994
MEIOB	0.015234047	0.055811679	0.069504937	0.04298547	0.032912008
SH3YL1	0.147560202	0.81620565	0.546238972	0.362483658	0.230030796
RNY4	0.107948877	0.615195945	0.285051999	0.267566887	0.33900069
RNY3	0.061926158	1.603240034	0.529999435	0.223661124	0.128435319
CEACAM21	1.91415589	2.040741507	2.95220434	2.177593791	1.011748166
RNY1	0.034386317	0.110507212	0.029612002	0.042896094	0.022938371
CSTF3-AS1	0	0.009475663	0.009765926	0	0.00894044
SS18L2	1.465262189	9.446250884	6.560078091	3.488720394	5.470136722
SS18L1	0	0	0	0	0
UCHL5	0	0	0	0	0
UCHL1	0.689049328	0.801871836	0.448927721	0.439176421	1.195581499
UCHL3	0.96517123	0.673526787	0	0	0
RARRES2	0	0.009227513	0.009510174	0.034113202	0.026118919
RARRES3	4.443051879	8.687253068	7.219969241	6.731366034	16.0067548
RARRES1	2.058452713	5.438457751	3.122044177	4.094274054	2.540966407
ZNF404	4.633720275	4.636095899	4.639742838	4.509200988	3.07247259
RNF126P1	13.55281912	0.708723136	15.36487406	0.801436024	3.49293038
ZNF407	3.238806313	3.2161346	3.469061917	2.067779375	6.144339655
ZNF408	155.4736748	22.35514643	65.52652564	114.3002359	127.9470877
MIR548D2	5.517387058	38.06891096	28.69789857	17.20630275	104.7016231
PRELID1	3.316804887	28.10671559	26.18756599	9.618466099	53.2711077
PRELID2	0.747920102	2.27957165	2.22283345	0.872528749	1.455600279
LINC01574	0.082624507	0.072072469	0.193128582	0.093255675	0.068001528
LINC01572	1.151611138	2.124358185	1.471954952	1.66332365	1.101591286
LINC01570	1.756489793	3.857352239	3.185506674	2.64523059	7.098140021
LINC01571	0	0	0	0	0
FAM171B	15.24823469	21.2292051	17.6332932	14.30275609	31.84517005
TOB1-AS1	0.336251548	0.867283213	0.664003013	0.575818163	0.774875832
ARHGEF7-AS2	0	0	0	0	0
PPP6R3	0	0.052052338	0.016506716	0.040706842	0.018889313
PPP6R1	0	0	0	0	0.016217167
FLNB	0	0	0	0	0
MIR6805	0.759508487	3.481449093	2.302304445	3.902826143	1.753332914
EFCAB6	0.485761575	0.36301182	0.255504614	0.490982481	0.718430291
EFCAB1	0.47785602	0.076784228	0.189927158	0.326443248	0.072447149
BAMBI	9.7273355	14.86659334	11.72820784	12.74488342	8.851907536
ASTN2-AS1	5.569072135	9.035213999	7.774881576	7.180531142	11.48375678
LINC01398	15.64204145	62.76826007	28.05441389	27.30065995	26.70857498
LINC01399	31.40170505	98.86259425	71.79577371	45.23289352	170.8779829
OR5I1	0.193005242	0.731556192	0.458337714	0.464449038	0.495122965
LINC01392	0.005368	1.969906316	0.871554626	0.999684312	0.813347477
LINC01393	0	0.051011077	0	0	0
LINC01391	0	0	0.011167414	0	0
LINC01396	0	0	0.03473867	0.015576046	0.047703464
LINC01397	0	0	0	0.027137895	0
LINC01395	0	0	0	0	0
SETD1A	0	0	0	0.031124524	0
SETD1B	0.221364018	0.083178718	0.117874191	0.057656904	0.078480452
TLX1NB	0	0	0.005042422	0.009043639	0.0046162
LOC105371079	0	0	0.148842346	0	0.102195845
LINC00620	0.080728608	0.591517048	0.135474812	1.913432501	0.031005878
LINC00622	0	0.27126257	0.099847144	0.035815389	0.05484441
LINC00624	3.18022532	7.406331005	5.022518184	4.669557767	6.613495863
LINC00626	3.57563452	9.252669418	4.979151534	5.446510861	4.426560867
LINC00628	0	0	0	0	0
SIAE	0	0	0.040600371	0	0
CES1P1	0	0.01863578	0	0	0
HNF4A-AS1	0.833612858	0.424171726	0.574559897	1.243295859	0.331604904
LETM1	0.053204853	0.123108688	0.045817708	0.0632112	0.029038755
DUBR	0.081573933	0	0	0	0
LOC102724190	0	0.014761157	0.015213327	0	0.027854776
LOC101927164	6.799651896	4.888282642	6.396915404	5.587385454	4.967294821
PXDN	1.612418444	0.128297869	0.235710684	0.608347109	0.063157092
LOC105370306	0	0	0	0	0
LANCL2	8.860240888	4.914877377	5.916060406	7.252025412	5.571738115
LANCL3	1.070565751	3.270712371	1.86961522	2.450075731	2.475604849
LANCL1	0.563423827	0.395121246	0.603816041	0.491105534	0.147835761
NPEPPS	0.058883678	0.12943627	0.340914224	0.066460151	0.244250387
RAB7B	35.16816257	6.008834793	20.91301403	29.36880962	7.213175869
RAB7A	0	0	0	0	0
GNPNAT1	5.503069483	7.287373276	5.454083964	4.242656052	5.449163145
LOC100506999	0.010590828	0.057277246	0.110446571	0.042691192	0.05927187
EFEMP1	16.57702188	24.23116451	18.63209281	24.69781895	9.950018807
EFEMP2	6.442534124	10.54308671	7.643702114	10.40398159	5.846926602
LOC102723330	5.609192739	7.139045895	7.144927269	2.30432091	4.568462948
LOC102723335	111.4269606	92.6636021	102.7773656	92.87164925	95.79460621
OR4M2	4.418849188	8.889453158	5.0333421	5.465540878	5.310938009
OR4M1	0	0.019307084	0.009949254	0	0.018216543
SCTR	85.05634973	75.2152794	94.94159991	70.03072804	51.48288942
WNT5B	16.45246631	13.73182843	15.69670366	11.87671337	22.58603286
WNT5A	0	0	0	0	0
HNRNPH1	0.098611527	0.361274653	0.217199135	0.194774511	0
HNRNPH3	0	0	0	0	0
HNRNPH2	0.01396113	0	0	0	0
MIR891A	0.291056556	0.077752436	0.578110884	0.48249371	0.031440286
MIR891B	0.528402022	4.225304976	2.227474976	1.209120866	4.295232414
ICA1L	0.98271081	3.913560886	1.265495928	2.227649645	2.657937835
ANKRD36BP2	20.06415871	39.14210156	25.80325729	22.27663906	24.87392607
HNRNPUL2	19.15317393	20.5604926	19.41289387	19.89603167	20.02396311
HNRNPUL1	38.77282812	44.04571292	37.42039194	41.83147175	60.04323867
DPH6	0	0	0	0	0
STOML3	0	0	0	0	0
PAIP2	0.648334967	0.94974077	0.568056575	0.602329135	0.503100946
PAIP1	0.001937406	1.35570088	0.307244139	0.045920477	0.140636834
FOXG1	10.26148607	14.19575726	10.88866966	10.89408309	14.6047703
LOC105371899	31.75417771	50.41622843	37.73340008	40.57021954	34.83199781
DCAF13	0.680245423	1.223681772	1.061813742	0.946541893	0.899060975
DCAF12	0	0.094919931	0.017786829	0	0.056991757
DCAF11	27.38696286	20.78644852	22.11866546	26.91817928	20.06712607
DCAF10	19.90882689	16.84442625	15.78744999	18.37879714	12.43591733
DCAF17	0.023948081	0.093585646	0.078367577	0.059464775	0.044149778
DCAF16	0.003186221	0	0	0.003596187	0.003671248
DCAF15	0.016079073	0	0	0	0.018526732
PAPSS1	2.04263825	3.712762413	2.671084226	2.194585119	3.462068018
TXN	9.188662526	17.68786436	13.77612198	11.94922927	9.924939213
PAPSS2	8.045489318	18.56868272	11.83701572	12.75007532	17.46330646
TXK	5.102414952	7.270730385	6.24184803	6.678376425	3.390915581
SLC8A1-AS1	1.662448424	3.466481487	2.540564092	2.774338495	1.23559052
WARS2	4.519544835	19.86075398	10.39133443	9.508361009	7.988372211
ADNP-AS1	2.920379875	10.71199884	7.139330448	4.561145994	12.41086452
SPDYE7P	18.39839321	40.40666903	27.61071524	34.19992724	29.86045253
TRMT10A	48.67920904	63.79587334	69.88845436	45.91902901	124.4092126
TRMT10C	22.12501645	4.91639088	12.87640312	10.40563794	6.753586011
TRMT10B	0.112187653	0.235647081	0.338882127	0.172206826	0.051706231
SLC35E1	0.001838421	0.056127232	0.011569309	0.010374841	0.008473111
SLC35E2	4.576579684	6.405026144	4.633603065	5.787122563	4.00860789
SLC35E3	1.210145342	1.6830904	1.332717025	0.986449303	1.762317921
SLC35E4	0.012345976	0.030153933	0	0	0
GS1-600G8.3	1.277333418	1.798865616	1.397194217	1.742873815	1.004416269
MIR4771-1	10.28254985	12.56717863	12.45358312	12.43456041	19.53084569
MIR4771-2	2.544218687	7.316084841	4.728016591	4.166244459	3.301087443
RNU4ATAC	10.07362203	15.22537604	13.39488306	12.42872952	12.03011409
LOC101929116	0.572816959	2.022798623	0.877162055	1.223001157	0.374008405
MYOZ2	0.610409449	1.714305442	0.985476617	0.822411391	0.950968297
MYOZ3	0.298598057	0.481612446	0.592093023	0.330659376	1.259362237
MYOZ1	0	0	0	0	0
NAALADL2-AS3	0	0	0	0	0
CXorf23	0.421097872	0.257123402	0	0.237639944	0
WRB	1.226820573	0.599279739	0.617637137	0.692336844	0.141357507
WRN	0	0	0	0	0.00854063
TCF15	0.095991506	0.205144277	0.166122272	0.047399881	0.110603949
TCF12	0.103234198	0.35929982	0.259863894	0.300031746	0.737484852
TCF19	0.485314615	0.555626819	0.814431318	0.924343818	2.35326768
SLC30A9	0	0	0	0.041671459	0
UROS	1.861369703	3.055805859	2.081429993	2.453391476	1.485285754
UROD	5.230917471	4.652369918	4.420889492	4.942124115	5.516859495
LOC388242	2.65761041	6.744263764	4.054956627	3.714336786	1.443457359
EPPK1	2.825553184	0.134597073	1.021484441	2.748065254	1.177585306
CLLU1OS	7.175069083	11.91864688	9.721949192	10.25222895	4.57837602
LOC101930085	1.46205943	6.437387413	4.378712119	3.146277628	3.44028534
HMMR	7.549862297	11.54268766	8.88352409	9.808855924	7.695307052
LOC101927402	5.157577328	5.175677708	4.563755482	4.312290331	7.234469969
RPRD2	24.12638845	22.29210377	27.9853553	21.74585269	38.45444327
LOC105375401	0	0	0.021561274	0.029002786	0
SGIP1	0.001947334	1.497010301	0.984052819	1.303351583	1.701899514
TUBA3FP	0.045424552	0.055472687	0.028585975	0	0.104678737
ANPEP	2.296286803	5.712669785	4.300188271	4.89040372	2.017508196
C8orf33	0.06729435	0.502749415	0.239146086	0.102759955	0.114026953
C8orf31	0.147064071	0.269393055	0.205663126	0.230536915	0.244762711
C8orf37	7.037847584	11.41453702	9.708488159	10.63815415	4.752106793
C8orf34	0	0.180523071	0	0.033368797	0.034065282
KLHL25	0.124918601	0.746411295	0.393060572	0.266877119	0.212474757
KLHL24	0.097176432	0.142406807	0.171230587	0.131615969	0.223938504
KLHL26	5.712787847	68.06174155	62.95242106	16.49146079	77.51855913
KLHL21	14.95794991	16.99374079	16.06880465	14.12346667	19.61584402
KLHL20	0.170221878	0.448232191	0.301279979	0.240155082	0.196134145
POLQ	0.799126046	2.448302192	1.40575435	2.104546185	0.775388751
KLHL22	2.393708174	0.028996486	0.392236938	0.442188203	0.119694089
TMEM81	2.656842332	1.647313662	2.137838141	1.639416053	2.705667674
TMEM80	10.48855002	10.57160636	7.950542966	13.15750555	3.793872079
