	TCGA-BH-A0B5	TCGA-BH-A0C3	TCGA-A7-A13F	TCGA-BH-A18P	TCGA-AC-A2FM
MIR6885	0	0	0	0	0
MIR6884	10.99691152	11.98875412	21.24034152	15.09399968	16.55795604
MIR6887	30.14981106	49.54050759	229.6525435	49.80818884	81.17076151
MIR6886	5.235901384	8.773389944	10.00000362	6.639446411	6.782702024
MIR6881	0	0	0	0	0
MIR6880	0	0	0	0	0.266184427
MIR6883	13.54204429	5.089897839	8.610975525	3.358063121	9.119078559
MIR6882	0	0	0	0	0
CLEC2L	0.140511666	0.038767093	0.064875951	0	0.019592522
CLEC2A	0.013859211	0.048179235	0	0	0
CNPPD1	28.23553087	32.68321011	21.28467898	30.18232674	33.49718842
CLEC2B	4.416139281	5.978876216	2.534181642	3.189930751	1.395097003
CLEC2D	3.332067441	2.013643161	0.52628443	1.260992306	2.265456367
C11orf54	4.226385017	4.26924327	3.902331956	2.309279995	3.727685954
HACL1	8.578647346	5.393656123	8.806751625	6.556603734	7.060552827
APOA4	0	0	0	0	0.022407922
APOA5	0	0.01010985	0.009399239	0	0.04257852
IQSEC3	0.098994363	0.672979786	0.082949569	0.078378712	0.118096396
IQSEC2	5.080728555	4.204506725	5.609668912	4.277804998	10.80711834
GPRASP2	2.45435292	3.351739462	1.970506129	4.36658895	2.337467578
APOA1	0.05936881	0.137590511	0.716348746	0	2.178824217
APOA2	0.071569258	0	0.057827699	0.079685024	0
GPRASP1	1.528141941	2.438294833	0.494180559	0.573081745	0.554452926
XPO1	25.43167551	15.66025394	18.55178579	25.3553706	11.0018198
CFAP52	0.9887858	0.050923688	0.029590197	0.110091151	0.235916543
XPO5	6.940273842	6.389185389	9.725598445	11.41861751	8.350482228
XPO4	5.272149386	4.002547277	2.118228624	5.599267403	2.849593023
XPO7	16.59253845	16.86196506	25.14713961	16.26428252	25.94830061
XPO6	19.71550714	22.67672349	10.71543584	12.98472537	20.54227926
XPOT	16.5110176	15.84139866	17.57011088	20.10380432	17.1354237
MMS22L	0.706805124	0.436935894	0.946184601	0.977862814	0.438465956
INHBA-AS1	0.037455944	0.018084631	0.198399075	0.027802233	0.009139801
MINDY4	0.463270948	0.130868532	0.089390146	0.349002155	0.092235662
MINDY1	22.82968734	73.81434835	30.64296188	15.26103744	14.41003998
GIT1	16.72520214	15.15971518	18.06056026	10.13274266	31.9232362
MINDY3	6.868196982	4.833614474	3.234692786	12.26835997	10.05766221
MINDY2	4.244049804	3.775993583	3.333319728	5.545722379	5.816526734
DCST2	1.904998394	0.242438871	0.10676752	0.398457553	0.44603877
DCST1	0.593085676	0.355899639	0.114097872	0.188668581	0.237756964
GHRH	0.177981444	0.412481869	0	0.033027345	0
SESN1	5.92663264	6.121582119	2.553972025	9.745485401	7.057707781
SESN2	7.868965294	6.627423713	3.777138514	4.30158935	6.112914197
SESN3	4.249515422	8.559705969	1.483227702	6.787976017	10.89548679
LINC01103	0	0	0	0	0
LINC01102	0	0	0.010719336	0.014770959	0.012948948
LINC01101	0	0	0	0	0
LINC01107	0.025683398	0	0.009223152	0.038127771	0.016712339
CAMK1G	0.08845864	0.036608537	0.095299011	0.042209836	0.111009649
LINC01104	0	0	0.00540526	0	0.039177293
LINC01108	0.021457154	0	0	0	0.026179306
SPARC	695.7191861	829.7594477	294.2305298	569.7750323	307.5152487
HTR7P1	1.671274408	1.390291132	1.775733816	2.385740886	10.891294
DBNDD2	1.211226832	0.701771342	10.16890886	0.524446522	3.230230848
DBNDD1	7.418308196	5.606731476	13.05251197	7.143585241	11.44320797
NFRKB	7.657416336	4.670128183	6.642198163	5.753170661	4.561564926
DBET	0	0.005826015	0.005416511	0	0
MIR3936	4.611337415	1.246820194	3.146352546	3.080550575	8.551779694
MIR3937	0	0	0	0	0
MIR3934	0	0	0	0	0
MIR3935	0	0	0	0	0
LKAAEAR1	0.038959072	0.135434715	0.041971717	0	0.513355681
NPC1L1	0.122336827	0.522278071	0.038151748	0.437304188	0.370793083
MIR3938	0	0	0	0	0
MIR3939	0.319023343	0.369677147	0.171846465	0.177599876	0.311385557
OR6B1	0	0	0	0	0
OR6B2	0.011332599	0.039395889	0	0	0.03318385
OR6B3	0.067904567	0.019671575	0	0	0.679358247
NFX1	8.521543354	6.89191582	7.534026008	14.82709226	9.460552838
XXYLT1-AS1	0	0.045459139	0	0	0
OPN1SW	1.218750673	1.39438442	1.861460976	0.927538038	1.310035403
OPHN1	1.683833446	1.939276685	1.596976887	2.000676423	1.268260044
LINC00272	0.045697938	0	0.073847535	0.025439982	0.133811631
LINC00273	0	0	0	0	0
LINC00271	0.132613625	0.040978591	0.052385092	0.182103716	0.276135897
SLIT3	3.827474729	11.36277631	5.730416798	2.835719534	1.594791917
SLIT2	2.644523506	5.124169839	0.949048289	3.254546985	1.95247593
SLIT1	0.050150764	0.077484785	0.014007479	0.157172866	8.013312147
LINC00278	0	0	0	0	0
LINC00279	0	0	0	0	0
SEL1L3	3.467893219	4.060377002	1.320755617	2.629398297	0.855031724
NOLC1	38.26287227	39.89645159	41.91452148	40.56273801	40.13202938
MSL2	13.71574962	9.486880587	6.43538871	11.97521629	7.712399909
ARRDC3-AS1	0.746302842	0.186796609	0.083617383	0.319077743	0.337994068
CYTOR	5.342533278	2.035256675	4.063751209	4.074519376	1.317982616
TGOLN2	62.37494306	52.87949404	36.26423938	55.28836381	37.47941394
LOC100506895	0.01159687	0.053752781	0.012493639	0.019367888	0.011319228
RGS7	0.222994594	0.197600895	1.589813105	0.124140798	2.919149003
CIRBP	53.725074	55.00961971	20.99614062	39.77673855	54.82053234
DPY30	11.69717392	9.278963716	13.43783011	12.26234947	7.91202907
TBL2	10.99185579	12.87245445	15.1995434	11.63270425	14.13882162
TBL3	8.985831614	10.48668273	6.218198973	5.326752407	11.10092344
LINC00708	0	0	0	0	0
PDE8A	3.829331932	4.492003918	2.885041955	3.246614014	3.270969835
PDE8B	18.82697148	1.464387856	0.251830303	0.653364981	0.582278435
DBI	66.6423107	61.01986163	53.26774662	33.25428494	23.54814488
DBH	0.256926904	0.092151792	0.019771048	0.217951801	0.059708518
MANBA	5.124376258	10.16219998	8.791564925	5.466716579	2.80697268
OR7E14P	3.900002154	0.843781341	2.965041412	1.676439121	1.79489908
DBP	4.234810628	1.766473773	0.901878818	1.75483007	4.110727113
TAF5L	8.356550787	4.855442959	7.417538781	10.94538175	4.558263021
DBT	3.060625788	3.86726841	3.78560901	3.960651644	3.143580861
MIR599	0	0	0	0	0
MIR943	5.176456103	4.559019274	6.212068734	5.278142631	12.60211713
MIR942	0.196607409	0	0.211810759	0	0
MIR944	0	0	0	0	0
ASTE1	4.28256489	2.65850402	2.285603112	4.493530797	3.390259085
MED1	10.31102595	12.86768984	9.229632146	18.25799412	13.86693766
MED6	4.047717364	4.560373731	2.301251853	4.203295286	5.570251416
MED7	5.183335327	3.611871359	5.04637497	4.963285513	5.036578533
MED4	20.44333512	15.1807497	11.07775659	19.48823473	36.40134131
FLJ41278	0.042590018	0.103639966	0.073413502	0.203904341	0.020785182
MED8	12.52485173	14.55699465	18.97022276	10.0393847	8.361577389
MED9	2.088863581	2.018740457	3.762801534	2.805947756	3.805310088
MNX1	0.173025749	0.051290285	0	0.461455365	3.919663881
RN7SK	6.283121372	4.261897255	15.73926715	7.052485708	6.23241484
TDRP	1.862573596	4.186468345	7.865079273	7.534403151	12.52945498
CCDC90B	4.497008671	4.494329766	3.201147878	3.698549222	3.722768336
TCF4	4.622163032	8.402991499	2.807553161	3.690930885	1.641340599
TCF7	2.52707828	2.264387324	2.054541208	0.682832078	0.355882469
TCF3	22.21430899	9.860894676	16.77164968	21.02706584	13.86505648
LOC339166	0.359314003	0.515602336	0.274780264	0.078768146	0.285293902
ACE2	0.025840403	0.034933831	0.013919301	0.028770637	0.037832631
LOC102723661	0	0	0	0	0
C8orf37-AS1	0.117012022	0.040677278	0.075636229	0.013028088	0.159894867
AFP	0.690026249	0.006011933	0.039125522	0.144412296	0.055703522
STK32C	2.705890625	2.134590761	2.457554806	1.636545512	3.037041855
STK32B	9.321126248	1.137153011	2.795313212	4.96805964	7.882838829
STK32A	0.117418314	0.128502743	0.039823473	0.019367888	0.053058881
PPP5C	10.65896805	7.793856306	9.400748992	10.50755237	8.977643925
RPL17-C18orf32	0.011219799	0.013001253	0	0	0.010951184
ISLR2	0.521020913	0.465656265	0.244826991	0.299308626	0.576173012
MDN1	2.700482351	3.218786586	1.577547221	3.417589871	2.461054042
AMPD3	2.347190883	1.854589648	3.209807617	2.433220264	4.200565029
AMPD2	5.008287756	6.248589471	5.133935173	4.87539381	3.529021095
AMPD1	0.094837869	0.266890312	0.029191867	0.022626907	0.026447812
AREG	15.92329133	6.847999958	35.70193726	0.685397579	58.07246156
MRGPRX4	0.010216458	0	0.011006481	0	0
UTP11	7.452611487	7.929765912	8.152680583	9.343275009	6.118703189
CST9	0.63724512	0.036921273	7.528861321	0	1.451307054
MRGPRX1	0	0	0	0	0
MRGPRX3	0.242794905	0.011253813	0.041851178	0.054065442	0.037917138
MRGPRX2	0.074741716	0.057739358	0.00894682	0	0.03242325
UTP18	11.2783721	19.75130242	18.94542539	12.88940401	26.56561672
TET1	0.702689444	0.381816631	0.243190131	0.403347522	0.135041023
TET3	6.069658937	2.521161386	1.359759135	7.397683953	2.411430043
TET2	3.202239895	2.595100358	1.280430366	10.07444298	1.132018999
LOC100506700	0.07963063	0.21530647	0	0	0
TMEM52B	0.344077054	0.224624692	0.548194655	0.264389153	0.061491731
CST5	4.159963118	0.051833039	63.65865893	0.02490157	0
PCBD2	2.065488185	1.278688041	2.387781585	1.533139412	1.790499517
PRDX6	83.24110179	129.1044724	139.9694174	91.97257555	90.02633976
PRDX5	105.2362624	104.7221255	170.591389	55.50702147	117.0949171
PCBD1	33.18791537	39.59851497	50.82119632	24.65755304	20.45035254
PRDX3	48.50293852	59.86238184	64.04557311	80.01838554	66.78167655
SNORA36C	0	0	0	0	0
PRDX1	87.10741642	301.6944423	325.3218424	101.2029905	138.1105422
SNORA36A	0	0	0	0	0
AP3S2	4.100297856	2.653535114	5.801739063	3.409679203	3.860985379
AP3S1	20.61451432	16.07621643	6.73264142	6.716696246	14.01088951
PITX2	0.210264097	0.257572174	0.01618025	0.220729922	0.067432758
PITX3	0.048621818	0.09859829	0.026190834	0.067669255	0
PITX1	15.9306319	1.780157083	6.998864535	0.471846096	3.069422594
AXIN2	1.798886314	4.577672634	1.941477033	0.914982598	1.357917496
AXIN1	7.784518978	9.324090114	2.990133077	6.072364397	12.86857895
MMRN2	6.171791864	17.14653258	10.07772877	4.43640095	9.152073349
MMRN1	1.282693856	6.745500906	0.489279009	0.136664877	0.36241662
CSTB	35.23567983	30.96305916	58.31958305	28.69200887	31.08478224
NRDE2	1.093524477	1.364196013	0.622228019	1.975266528	1.993753943
LOC105372419	0.843724411	0.782151248	0.363587331	0.976976563	0.774113195
IGLON5	0.220598643	0.075183764	0.020969753	0.079463337	0.050662884
LOC105375297	0	0	0	0	0
LINC01669	0	0	0	0	0
ABRA	0	0.007111756	0.006611878	0	0.005990357
LINC01662	0	0	0	0	0
LINC01660	0	0	0	0	0
LINC01664	0.01248762	0.014470376	0.026906537	0.013903683	0.048754607
LINC01665	0	0	0.264208747	0.36407259	0
CD38	0.37984953	0.860315028	0.087690581	0.307580704	0.139635186
TSSK1B	0	0	0	0	0
ZFX	7.4690365	19.97446987	14.44438279	9.328425131	9.079902215
ZFR	17.73721878	16.09663123	13.35337104	24.06692736	14.92890188
IFI27	18.46573577	40.9244279	5.402783235	19.14335658	7.744317225
CD33	0.894226435	0.770598972	0.576196163	0.396991455	0.265159784
CD34	6.101931351	23.71379248	8.07743626	6.140420833	10.47061377
CD36	6.84018849	75.70816189	1.658594461	4.896699852	11.84527281
CD37	4.238233931	5.236071211	3.274540374	2.782440738	1.241426339
ZNF321P	1.393972566	0.384994824	0.443526843	2.428589162	1.388798204
APCDD1	1.766787026	6.70569338	1.069710267	1.663037708	1.913320944
TOPORS	6.477777546	5.335691524	6.116358703	12.00831723	9.363222354
PSD3	26.46989922	4.787140443	2.862932959	0.717730913	13.68614538
PSD2	0.131129692	0.0130243	0.048435343	0.020857065	0.175529549
PSD4	11.47551316	3.053645437	4.458394295	10.13545395	6.114202038
R3HDM4	28.1784893	19.73865933	42.06803782	27.01283903	19.90793062
R3HDM1	8.289275056	6.896458696	7.756328699	8.299657307	2.321513766
R3HDM2	11.28895717	6.453097493	7.791226752	12.33841244	10.90390853
LOC101927055	0.075315088	0.221978114	0.119062792	0.378261767	0.024770334
LOC101927057	0.096945848	0.168508035	0.056968648	0.029437978	0.038710167
LOC101927056	0.926788402	0.194997556	0.359876925	0.444632844	1.16690951
LOC101927051	0.008693181	0.040293859	0	0.05807379	0.135760901
BAALC-AS2	0.032959527	0.038192766	0.035508236	0	0
LOC101927058	0	0	0	0	0
ORMDL2	12.8225813	11.81848629	20.36142102	18.6982964	14.43610035
ORMDL3	18.92713118	60.88834836	22.21619371	30.1349879	103.7138811
ORMDL1	8.932573006	7.479751119	6.714690035	8.061993358	4.807594738
CD3D	6.006155298	7.571417727	0.607844438	3.890756378	1.51000208
CD3E	5.612298138	8.494385321	0.839050636	2.52861258	1.694445455
CD3G	0.974118983	2.528279442	0.132961498	0.814663039	0.318366567
ACADS	7.528252131	9.83344002	7.250519044	3.227649709	29.6912243
KAT2B	4.663720374	5.282498765	2.460448514	3.207767727	2.525019619
KAT2A	11.52487698	13.11044454	20.75790396	8.531202531	26.22421576
SEC16A	25.73442175	24.74891213	26.34203879	60.27018707	40.02351718
SEC16B	0.041256374	0.042495082	0	0.020415439	0.029082913
ACADL	0.04629223	1.242715738	0.00831199	0.04724651	0.067775912
ACADM	9.145224672	14.824726	5.769772899	11.10721432	8.570882561
SUCO	18.89378772	22.76488166	11.33463928	28.39100728	13.66644937
OR9K2	0	0	0	0	0
MIR539	0	0	0	0	0
LOC100506289	0.079038865	0.493168721	0.13100126	0.060924229	0.065277878
MADCAM1	0.0637806	0.184768849	0.054970125	0.021303946	0.155634048
MIR532	0	0	0	0	0
LOC102724020	0	0	0	0	0
LOC102724023	0.212305618	0.227090791	0.29323447	0.187892206	0.552594072
ZC2HC1B	0	0	0	0	0.015210539
KCNK13	2.527519992	0.388439508	0.592263867	0.529982818	0.183226077
LOC101928557	0	0	0.089292771	0	0.040449594
CDC20B	119.0872417	0.383490705	0.008103081	0.820688395	0.036706927
ATOX1	12.74491862	9.809533736	14.0155733	16.47912603	8.190290073
ACAD8	3.610735903	2.763870008	3.389739786	1.713564011	3.448375845
ACAD9	12.67629338	9.373071355	17.2895733	10.97687904	17.38448219
UEVLD	7.382599301	6.380567222	8.022846177	10.2576407	10.29706584
MIR1256	0	0	0	0	0
LOC105369785	0	0	0	0	0
ADAMTS10	2.173196188	1.975435918	0.399257524	0.983697156	0.795799489
ADAMTS13	0.995299176	0.353550726	0.344656329	0.540889321	1.642247862
ADAMTS12	7.594700115	10.19920268	4.199043234	9.49750664	1.942672643
PLCE1	0.499800844	1.134797069	0.409987064	0.6044978	0.916238392
ADAMTS14	1.703980631	1.532030779	0.715630125	2.254497116	0.27876365
ADAMTS17	0.754941918	0.268623687	0.088404393	0.132478044	1.455714254
ADAMTS16	2.503215057	1.076054952	0.102527534	1.798111655	0.351855588
ADAMTS19	1.763359056	0.057967127	1.626885226	2.186107349	0.271598682
ADAMTS18	0.260788923	1.220521373	0.079103928	0.053561867	0.091438616
DEF6	7.381159731	6.181960582	8.345593579	7.404484258	3.696250555
MIR4659A	0	0	0.224885497	0.232414652	0
DEF8	5.357065248	4.679611514	3.906738945	4.198120205	4.81905315
LINC01876	0.118003649	1.181824298	0.027241862	1.576619437	0.57589253
GALT	2.958078255	2.431883403	0.963073289	2.29819962	6.0029511
GALP	0	0	0	0	0
SORD	6.55300571	10.50743816	15.31434087	6.18044108	15.47984106
GALE	4.331194996	14.39668524	3.351913246	4.524198348	7.002965669
LOC100049716	2.605688677	4.218298998	3.039394385	1.903890795	8.209640503
GALC	5.938321544	6.683112828	4.35842921	7.127518889	6.770639794
GALM	6.090601568	5.772528519	11.33422905	2.557310902	2.082153743
LINC01879	0	0.025140576	0	0	0.331762798
CSNK2B	15.89939249	15.82528247	23.30842718	13.33131397	15.31055072
FCGR3A	26.9077323	12.53183728	20.5850964	25.01589428	6.411323842
FCGR3B	0.088035078	0.070133998	0.652043534	0.14090091	0.107409271
CPDP1	0	0	0	0	0
ALDH1A1	8.92593497	23.64350705	4.271008942	3.654106538	5.543624715
ALDH1A2	0.637343666	0.758991516	0.158452725	0.050219032	0.176097886
ALDH1A3	1.575993002	2.135122494	0.716384206	6.715503001	0.98071345
RDH10-AS1	0.062277117	0.061856002	0.033546455	0.049527984	0.017367466
EYA4	0.03393714	0.117976806	0.002031191	0.037785522	0.007361032
EYA1	3.064413587	0.413080247	0.035233511	0.018206564	1.05979502
C9orf24	0.035249973	0.108925024	0.126585999	0.013082409	0.12615551
EYA3	7.133121812	6.189454913	5.408803198	7.047616733	3.092962041
EYA2	2.19648189	1.792494799	1.731953978	32.14606842	1.236161069
SVOPL	0.096587835	0.006217991	0.64457422	0.0149362	0.002618761
CEBPB	13.30356699	14.66461613	40.61287212	8.931566767	6.817369669
PIEZO2	2.360936606	3.538267017	0.856862989	2.127357476	0.914626675
CEBPA	6.317292723	17.74604863	3.240197424	3.892481659	5.488599462
KRTAP13-4	0	0	0	0	0
KRTAP13-1	0	0	0	0	0
KRTAP13-2	0	0	0	0	0
KRTAP13-3	0	0	0	0	0
LOC254028	0	0	0	0	0
WFDC11	0	0	0	0.028785301	0
WFDC13	0	0	0.026553535	0.013721273	0.878098191
WFDC12	0	0	0	0	0.021294754
CEBPD	12.35900533	10.19226032	17.06992436	1.581764184	23.73978892
MIR4662B	0	0	0	0	0
MACROD2-IT1	0.016840874	0	0.036286305	0	0.016437684
FAM26F	2.860522539	2.166048005	1.006899386	5.565688574	0.787852401
FAM26D	0	0	0.028285288	0.029232278	0.00854215
FAM26E	0.985046525	2.008551455	0.642316559	1.239133067	0.831581481
FXYD6	2.077031095	2.745167075	1.537164639	1.407645803	1.927408408
FXYD7	0.1224552	0.120067842	0.020296073	0.052438961	0.064358797
FXYD4	0.040890537	0	0.02202627	0	0.139690498
FXYD5	38.20030066	30.7607699	38.15381947	26.89549261	8.337184417
FXYD2	0.042308368	0.056029709	0.00651143	0	0.014748378
MTBP	1.590097252	0.625955851	1.163916147	0.834331197	1.044596442
FXYD1	0.395052271	2.207506159	0.066204609	0.136842272	0.188512751
MAFK	4.380667104	4.144480509	1.483245462	4.822525837	9.85097335
MAFA	0.020257473	0.031298544	0	0	0.25704231
MAFB	41.65515905	30.58176803	17.68423195	20.84519004	6.853327205
IGFN1	0.150717202	0.08570676	0.006013775	0.017091569	0.066743834
MAFF	2.571617909	1.824947609	2.193024092	3.00404734	7.006979135
MAFG	5.351035984	10.09671854	2.222876819	6.664690517	16.89547011
RBPJ	10.87075576	10.47297394	6.543723201	13.61513317	10.8798174
CCR10	0.174311724	0.299242287	0.09041788	0.043128492	0.340277
RBP1	34.68678313	1.414902595	33.69792556	13.48403749	7.264892164
LOC100289361	0.150697301	0.593723902	0.259760788	0.436243546	0.235343094
RBP3	0.003954218	0.00458206	0.008519984	0	0
RBP4	3.512339126	95.46293631	0.36456593	4.040550387	8.712993368
RBP5	3.433520773	3.420526235	1.264056903	2.956538475	1.615383654
RBP7	11.80238159	22.91526015	9.605039802	2.011560964	32.1634879
WDR53	5.400850387	4.208600481	5.088644453	4.7666344	4.839905387
OR51A2	0	0	0	0	0
OR51A4	0	0	0	0	0
OR51A7	0	0	0	0	0
MAF1	36.61910183	38.10598434	44.06412296	29.91343775	107.8728909
DBH-AS1	0.790473922	0.366393432	0.102192007	0.457658025	0.108016869
CHTF8	27.84386325	24.7531796	35.65608416	29.45428058	26.10889194
ANXA2R	0.701557201	0.944334538	0.167957232	0.378720942	1.079017511
G6PC3	13.8914302	18.28411307	32.62900293	16.1450814	42.47884678
G6PC2	0.005410636	0.05642752	0.011658064	0.006024188	0
CTIF	4.387791922	5.749666247	2.417519094	5.199115775	6.362990856
CYGB	4.300162052	11.60690969	4.712986903	2.713080506	7.790024015
TSC1	4.875768528	4.129708873	2.47017806	5.111457392	5.898008777
RCN3	19.63068149	20.4634758	9.608294645	14.62513341	11.8906733
RCN2	4.887339544	7.063530715	9.370580698	8.248759983	6.756870776
RHOQ	11.30388319	16.15702821	5.339703834	12.78949806	7.956949258
FAT4	1.047057939	2.483823845	0.565120742	0.51991097	0.393536488
RHOV	9.173090556	1.90757744	61.15355508	15.00526248	12.62198157
RHOU	6.795007488	5.807956049	0.966616711	13.81346812	7.357089166
RHOJ	4.386423779	7.443541449	3.813152085	2.377394174	3.084876103
RHOH	2.643191437	1.156359961	1.598837871	1.096829742	11.12882932
RHOC	48.49994351	62.57272123	68.26374699	56.59360257	39.31242651
RHOB	261.6927503	203.3712118	313.3304412	220.1212695	228.2859145
RHOA	281.7428338	291.0629103	330.5074737	184.0926578	284.1441443
RHOG	22.60124634	21.95678949	23.06098552	22.29067803	22.9214368
RHOF	0.213370409	0.212380448	0.836962623	0.161423087	0.194911943
RHOD	15.55825145	8.766462485	38.11622512	9.92621852	58.6165464
CIR1	17.76401405	12.95311068	10.39916915	15.03798057	11.59027748
OGFOD1	5.806928169	6.290241933	12.03819115	5.956356018	6.699723581
OGFOD3	4.944687107	5.036945118	9.04373279	5.172544282	17.13609628
OGFOD2	0.616446147	0.488971833	0.375541211	0.42896845	0.870298304
CTNNA3	0.022775104	0.075655012	0.014721761	0.045643934	0.059279578
RNA5S9	0	0	0	0	0
RNA5S8	0	0	0	0	0
RNA5S5	0	0	0	0	0
RNA5S4	0	0	0	0	0
RNA5S7	0	0	0	0	0
RNA5S6	0	0	0	0	0
RNA5S1	0	0	0	0	0
RNA5S3	0	0	0	0	0
RNA5S2	0	0	0	0	0
ZNF488	0.178948735	0.280218661	1.599607453	0.075388506	0.066089269
COMMD3-BMI1	0.45289921	0	0.03826833	0.158198209	0
RASGRF1	0.083442806	0.102611564	0.064210936	0.077736838	0.061499353
RASGRF2	0.897391022	2.414784179	0.672324003	1.773144416	0.616835526
ZNF480	5.964733797	5.242596788	5.311036522	8.015277775	3.27952865
ZNF483	0.097241517	0.19121676	0.1968238	0.160762244	0.232969361
ZNF484	1.84560267	1.531074166	0.786290299	2.493888211	0.872049503
ZNF485	1.855179967	1.324175211	0.873929247	1.397978498	2.829750346
ZNF486	1.726140149	6.304118869	6.130333262	0.605281718	7.672683346
LIN9	6.497604881	1.645238071	3.821939655	5.852799513	2.21061313
LOC105376382	0.436654619	0.196772197	0.02613447	0.540189006	0.071033434
STYX	4.666918018	7.458522342	3.941007656	6.304189087	6.600710744
PRPF19	79.55945998	36.56766973	59.99417948	30.8673642	47.8352561
PRPF18	6.391585639	5.99868069	5.205888239	7.873435787	6.654467958
HIGD1A	14.6874538	43.42018096	21.93499574	23.65842407	42.2980563
HIGD1C	0.045574763	0	0	0	0
HIGD1B	0.942619495	3.276859446	1.565579175	0.415431069	3.699376142
IDNK	2.33024217	2.257394571	6.155589629	2.127478117	3.084158927
TRAF1	4.213294644	2.819382971	0.737215738	2.297369646	0.980123339
TRAF2	9.850444488	6.375845867	5.70888687	8.356648708	15.25993247
CPXCR1	0.010373152	0	0	0	0
LEF1-AS1	0.12331492	0.097984857	0.022774401	0.082379105	0.051583979
TRAF5	11.40584477	5.235918291	2.804438305	3.864441016	4.483475721
TRAF6	3.238633812	3.237995372	1.637956819	3.868694813	3.330502178
TRAF7	32.80326079	45.80694311	24.61090972	20.85534493	28.72016714
ESD	22.82935171	20.47430952	19.37261931	29.21536236	30.92998867
MIR4540	0	0	0	0	0
DSPP	0	0.004480423	0.008330997	0.004304959	0
SNORD138	107.1675124	73.58392997	103.1340913	85.41885694	65.93093099
MIR4296	0	0.222646463	0	0.213927123	0.187539028
MIR4297	0	0.515602336	0	0.24770509	0.651451362
MIR4294	0	0.257801168	0	0	0
MIR4295	0	0	0	0	0
MIR4292	6.561405476	4.67889881	0.543752993	10.3962196	8.128557289
MIR4293	0	0	0	0	0
MIR4290	0	0	0	0	0
MIR374B	0.905798421	0.874682534	0	0	0.147352094
METTL12	0.849393391	0.744345225	0.509010847	0.549695315	0.585522166
SAMMSON	0	0	0	0.036064343	0.007903944
METTL16	3.815424913	3.421189443	3.333636759	5.546109759	6.921688948
METTL17	7.243672753	6.592617327	2.964303235	7.117248164	11.06535066
METTL14	4.639785868	4.485635129	3.424407693	6.01090947	5.259838421
MIR4299	0	0	0	0	0
NPR1	1.828374239	14.19632656	1.856889843	1.286898002	3.654968104
NPR2	3.092916867	4.608004111	1.154683749	1.646325577	1.750687747
NPR3	1.535554482	0.681163678	0.559432876	0.337738584	0.209094802
SMIM11B	0.003910323	0.004531195	0.004212702	0	0
SMIM11A	0	0.004664974	0	0	0
TMEM184A	4.027214982	1.568937281	3.23472072	6.722217879	4.732182755
TMEM184B	14.34536119	14.87246403	38.12804879	27.26969232	27.092096
TMEM184C	9.247140754	10.84843947	9.993134509	14.61460032	13.08506606
LINC01310	0	0	0	0	0.014451344
LINC01317	0.015526389	0	0	0.01728704	0.015154669
LINC01314	0.112885183	0.017062022	0.04494446	0.060110727	0.016766915
LINC01315	0.587184243	0.726808029	0.345049255	0.059433581	0.416819182
MEF2C-AS2	0.073037742	0	0.039342819	0	0
MEF2C-AS1	0.026205293	0.043862158	0.015684282	0.006483756	0.025577908
OR5A2	0	0.018948635	0	0	0
OR5A1	0	0	0	0	0
NUAK1	24.36832129	6.95312705	3.236098452	11.38453725	3.631320775
NRSN2	19.23146241	17.26151537	16.80591632	16.40579611	36.83309997
POLR1A	6.928887789	6.052215659	4.509803422	10.45231562	3.663496333
POLR1B	5.161433757	5.426818457	5.232451972	7.590914463	2.693640043
POLR1C	6.681908871	6.642583845	8.704410049	9.842886183	8.122199538
POLR1D	12.42130421	12.20095688	7.498925031	11.38325368	14.78245378
POLR1E	8.144493231	7.604723945	7.759086796	9.547690146	7.850957095
DUS1L	9.690034914	20.21016764	17.29264134	5.639203128	21.12516644
POLE2	2.798012854	0.948149947	2.428763369	2.331697051	1.513512944
CXorf51B	0	0	0	0	0
CXorf51A	0	0	0	0	0
NR1H4	0	0	0	0	0
GRM5	0	0.011316212	0.002104161	0	0
GRM6	0.027780524	0.011705983	0.008162386	0.014059438	0.029580465
GRM7	0.098806353	0.014311825	0	0	0.026119387
GRM1	0.016275806	0.008082875	0.020039302	0.002588777	0.018155594
NR1H2	17.23261584	15.27545764	16.34707239	18.40423079	37.83081454
GRM3	0.071805209	0.026275667	0.004071463	0.004207775	0.118039764
CCNH	8.229159215	5.739118706	5.793069708	6.750548417	5.49288131
HOXB8	0.585316841	0.687804969	0.09769526	0.128502299	0.177023676
HOXB9	0.17032707	0.341604027	0.310535417	0.1823478	0.147066638
HOXB2	28.46750722	34.19529431	1.263248071	2.812555569	2.40204098
HOXB3	32.98421538	3.946958011	0.403110873	0.684245445	0.475890346
HOXB1	0.061559116	0.007925926	0.036844104	0.068539758	0
HOXB6	15.06417445	0.985663759	0.391736027	0.578359043	1.939343685
HOXB7	6.384851346	6.180479311	1.251735048	1.281322665	11.85914338
HOXB4	7.074726872	4.411920122	0.276363146	0.335723801	0.360202723
HOXB5	13.98388259	0.56637944	0.196347847	0.166026734	0.283008431
BRD9P2	0	0	0	0	0.690520272
TSPY10	0	0	0	0	0
SPDEF	90.8309795	47.46720231	114.5097212	188.27554	193.8248193
MAGOHB	4.972191661	2.428937199	3.634892459	3.779849089	4.078278706
OR4E2	0	0	0	0	0
CTAG2	0	0	0	0	0
